POSTI;NAME_FI;POSTI_1;BIN;DIS45;BARREN;FOREST;TEMPSUM;AKATP;AKATOSA;ALK_SLQ;TEOL_SLQ;TEOLLAG;NUORET;HERFIND;TYOTIH;TEOLP;PALVP;MAAS;DIS5000;ELEV;VAKILAG;VM0394;MOKKITIH;LSAREA;RETKITIH;LOG;DIS456;DIS20;DIS10;DIS6;TYOP;P;WATER;PALV_LAG;TEOLSLQ;ALK_LAG;PALV_SLQ;AKAT_LAG;TYOVOSA;TYOTMOSA;TYOTOMP;OPISKP;ELAKELP;TAVARAL;TAVELAT;TOIMIOSA;TYOPOSA;TYOTTOMAST;ASK_MTULOT;TAKVELAT;TAVARALL;ALINTL_P;YRITTAJ_P
80850;Paihola;80850;1.000;19.610;7.406;65.812;3.309;7.000;0.000;0.134;0.068;15.821;9.000;0.793;6.240;0.574;0.324;0.103;20.475;89.512;13.659;-1.500;0.881;6.431;0.000;1.000;19.610;137.070;11.190;22.490;318.000;0.546;23.385;15.567;0.068;4.393;1.496;14.331;0.095;0.085;14.000;18.000;33.000;47.000;34.000;0.176;0.161;14;18041;34;47;22;6
80910;Kulho;80910;0.000;9.270;1.955;67.780;3.305;10.000;0.000;1.948;0.223;15.977;9.000;0.236;1.590;0.518;0.288;0.195;7.464;95.279;13.849;6.690;1.543;0.703;0.000;0.000;9.270;131.010;22.530;27.110;170.000;0.797;2.627;15.825;0.223;4.811;1.055;14.356;0.220;0.144;10.000;15.000;34.000;63.000;54.000;0.539;0.086;10;17016;54;63;15;10
81100;Kontiolahti Keskus;81100;1.000;15.810;1.059;75.059;3.264;13.000;1.000;0.468;0.376;13.458;8.000;0.145;6.630;0.512;0.391;0.097;18.081;134.719;11.047;5.540;0.584;0.537;0.020;1.000;15.810;133.270;2.600;23.670;935.000;0.684;23.145;14.306;0.376;3.173;1.271;14.474;0.478;0.438;14.000;14.000;43.000;40.000;40.000;1.215;0.475;14;15014;40;40;28;7
81120;Katajaranta;81120;1.000;30.740;1.368;73.061;3.276;6.000;0.000;0.712;0.120;3.990;7.000;0.464;0.640;0.484;0.387;0.129;32.626;105.869;3.462;-3.070;0.409;0.963;0.000;1.000;30.740;148.200;12.790;36.050;45.000;0.291;40.789;2.409;0.120;3.531;1.352;9.038;0.067;0.097;23.000;11.000;45.000;41.000;42.000;0.069;0.023;23;11901;42;41;21;6
81160;Romppala-Riihikangas;81160;0.000;42.600;2.936;68.083;3.193;2.000;0.000;7.120;0.095;0.821;6.000;0.476;0.260;0.305;0.203;0.492;44.429;141.246;2.532;-17.350;0.760;0.132;0.063;0.000;42.600;142.600;24.650;33.630;57.000;0.256;9.716;1.867;0.095;3.520;0.438;6.969;0.045;0.070;24.000;15.000;49.000;71.000;21.000;0.108;0.029;24;11163;21;71;37;10
81200;Eno Keskus;81200;0.000;35.960;2.827;71.794;3.206;6.000;0.000;1.007;0.456;5.033;9.000;0.110;3.180;0.499;0.342;0.159;36.872;128.768;2.914;0.210;0.865;0.582;0.011;0.000;35.960;153.420;27.550;1.970;912.000;0.395;13.632;1.966;0.456;1.812;1.102;8.927;0.515;0.789;24.000;13.000;52.000;39.000;31.000;1.371;0.463;24;11884;31;39;38;7
81210;Louhioja;81210;0.000;29.600;0.471;69.963;3.235;1.000;0.000;1.473;0.186;5.546;14.000;0.228;0.740;0.541;0.351;0.108;30.685;123.711;6.379;-53.040;1.950;0.308;0.000;0.000;29.600;147.060;21.180;4.640;29.000;0.425;10.573;3.119;0.186;1.925;0.807;10.418;0.034;0.065;30.000;16.000;48.000;45.000;40.000;0.059;0.015;30;12083;40;45;24;9
81220;Jakokoski;81220;0.000;23.540;0.805;72.356;3.277;8.000;0.000;4.450;0.150;14.932;6.000;0.237;0.670;0.590;0.179;0.232;25.072;122.162;12.187;9.230;0.915;0.079;0.000;0.000;23.540;141.000;13.790;15.650;36.000;0.351;5.046;14.772;0.150;2.929;0.737;14.649;0.095;0.075;12.000;15.000;35.000;55.000;48.000;0.157;0.018;12;16242;48;55;16;9
81230;M÷nni;81230;0.000;27.190;1.881;75.474;3.261;10.000;0.000;4.005;0.225;15.151;5.000;0.273;0.800;0.500;0.188;0.313;26.061;105.610;12.711;-15.310;0.968;0.000;0.000;0.000;27.190;147.140;21.260;16.470;24.000;0.200;10.057;14.969;0.225;3.032;0.780;14.615;0.034;0.045;21.000;11.000;49.000;55.000;38.000;0.059;0.012;21;11747;38;55;30;9
81235;Lehtoi;81235;0.000;22.120;3.399;72.646;3.225;9.000;0.000;4.084;0.000;14.619;6.000;0.247;0.310;0.487;0.205;0.308;19.646;128.132;12.196;-7.540;1.000;0.783;0.000;0.000;22.120;143.860;27.710;22.920;34.000;0.418;4.999;15.209;0.000;3.921;0.688;13.687;0.044;0.047;17.000;19.000;25.000;47.000;51.000;0.108;0.017;17;12325;51;47;20;8
81260;Ahveninen;81260;1.000;52.270;1.206;76.208;3.168;5.000;0.000;6.983;0.831;1.921;8.000;0.462;0.310;0.395;0.163;0.442;53.531;114.401;2.073;19.150;0.470;8.601;0.100;1.000;52.270;162.360;41.640;22.160;26.000;0.076;36.868;1.517;0.831;2.137;0.300;6.641;0.036;0.035;15.000;21.000;39.000;71.000;34.000;0.049;0.013;15;12350;34;71;27;9
81270;Paukkaja;81270;0.000;40.270;2.043;65.125;3.236;5.000;0.000;4.577;0.000;1.935;7.000;0.265;0.470;0.577;0.231;0.192;42.492;105.600;2.213;-15.330;1.667;0.000;0.000;0.000;40.270;157.730;31.850;9.370;7.000;0.130;14.896;1.688;0.000;1.730;0.891;6.973;0.021;0.047;35.000;10.000;56.000;31.000;40.000;0.039;0.004;35;14749;40;31;28;11
81280;Uimaharju;81280;0.000;47.100;3.617;72.191;3.158;4.000;0.000;0.259;3.538;1.693;9.000;0.458;4.250;0.651;0.279;0.071;48.406;129.963;1.309;-15.200;2.891;1.749;0.136;0.000;47.100;164.560;38.690;16.210;782.000;0.071;9.014;0.767;3.538;1.134;0.467;4.487;0.341;0.540;25.000;13.000;54.000;37.000;25.000;0.695;0.397;25;13998;25;37;31;5
81290;Ukkola;81290;0.000;50.210;2.082;79.299;3.124;1.000;0.000;0.872;1.544;1.685;8.000;0.354;0.820;0.527;0.382;0.091;57.800;130.229;1.350;-19.330;1.935;0.000;0.000;0.000;50.210;167.670;41.800;19.310;49.000;0.063;12.147;0.784;1.544;1.329;0.955;4.534;0.051;0.132;40.000;16.000;41.000;25.000;27.000;0.118;0.025;40;11890;27;25;33;6
81295;Haapalahti;81295;0.000;54.970;2.278;73.780;3.138;6.000;0.000;6.408;0.540;2.344;9.000;0.388;0.230;0.450;0.150;0.400;57.671;121.163;2.566;-12.610;0.607;0.000;0.000;0.000;54.970;171.740;45.450;24.070;20.000;0.057;24.273;2.245;0.540;1.991;0.390;5.610;0.037;0.087;36.000;13.000;48.000;72.000;42.000;0.039;0.010;36;12426;42;72;23;6
81330;Luhtapohja;81330;0.000;62.800;10.830;64.739;3.161;4.000;0.000;1.068;1.081;1.688;6.000;0.250;0.140;0.526;0.421;0.053;0.000;133.718;1.386;-5.840;2.323;0.000;0.002;0.000;62.800;180.260;54.380;28.570;10.000;0.046;11.088;0.791;1.081;1.318;0.312;4.732;0.021;0.050;37.000;20.000;54.000;26.000;17.000;0.049;0.005;37;10890;17;26;37;7
81350;Tokraj?rvi;81350;0.000;59.690;7.303;61.696;3.098;1.000;0.000;5.156;0.373;1.474;3.000;0.277;0.190;0.302;0.233;0.465;59.430;162.661;0.857;-20.200;1.764;1.024;0.000;0.000;59.690;174.680;51.280;22.220;29.000;0.036;7.897;0.269;0.373;0.987;0.538;4.520;0.034;0.062;29.000;8.000;66.000;53.000;25.000;0.088;0.015;29;10040;25;53;39;10
81360;Sarvinki;81360;0.000;45.340;1.929;71.748;3.179;3.000;0.000;8.738;0.000;2.654;6.000;0.678;0.260;0.265;0.088;0.647;40.026;134.269;3.567;-15.700;1.371;0.000;0.000;0.000;45.340;156.700;41.090;18.120;22.000;0.087;7.080;1.526;0.000;1.584;0.142;9.423;0.027;0.042;24.000;7.000;64.000;72.000;24.000;0.020;0.011;24;9909;24;72;32;6
81390;Revonkyl?;81390;0.000;44.100;3.877;68.903;3.146;4.000;0.000;5.026;0.318;1.800;4.000;0.308;0.180;0.158;0.368;0.474;41.591;138.725;1.945;-8.800;1.610;0.000;0.000;0.000;44.100;153.890;52.160;29.190;17.000;0.159;7.038;1.413;0.318;1.974;0.551;6.203;0.016;0.030;29.000;8.000;51.000;88.000;22.000;0.069;0.009;29;8663;22;88;36;14
81420;Tyrj?nsaari;81420;0.000;73.310;4.972;67.252;3.077;2.000;0.000;5.340;0.000;1.674;6.000;0.336;0.150;0.211;0.316;0.474;71.926;159.340;1.204;-20.420;0.699;0.810;0.100;0.000;73.310;190.770;60.030;38.410;16.000;0.098;28.247;0.751;0.000;0.922;0.683;4.640;0.017;0.027;24.000;7.000;71.000;51.000;24.000;0.049;0.008;24;11074;24;51;47;9
81430;Kivilahti;81430;0.000;78.800;13.035;63.900;3.038;1.000;0.000;6.283;0.000;1.463;5.000;0.360;0.060;0.407;0.222;0.370;0.000;163.336;0.591;-22.620;1.324;0.000;0.221;0.000;78.800;181.000;0.000;0.000;17.000;0.381;22.189;0.231;0.000;0.380;0.275;3.565;0.020;0.030;23.000;3.000;71.000;49.000;32.000;0.078;0.009;23;10210;32;49;37;15
81450;Huhus-K?enkoski;81450;0.000;74.440;22.462;51.623;3.074;0.000;0.000;4.153;0.901;1.424;5.000;0.244;0.160;0.304;0.348;0.348;75.342;155.980;0.544;-25.290;0.942;8.309;0.000;0.000;74.440;185.380;66.030;30.990;18.000;0.087;15.999;0.214;0.901;0.418;0.607;3.598;0.019;0.050;40.000;5.000;75.000;37.000;25.000;0.059;0.009;40;10380;25;37;35;6
81560;Vuonisj?rvi;81560;0.000;73.530;3.763;55.280;3.121;3.000;0.000;7.768;0.000;1.803;6.000;0.564;0.190;0.339;0.136;0.525;74.520;115.659;2.044;1.480;1.944;0.000;0.000;0.000;73.530;179.820;20.180;43.420;33.000;0.095;3.416;1.955;0.000;1.378;0.331;6.355;0.041;0.080;30.000;15.000;39.000;53.000;29.000;0.069;0.017;30;9969;29;53;31;4
81570;Kelv?;81570;0.000;68.330;2.052;74.230;3.113;3.000;0.000;9.155;0.000;3.211;2.000;0.755;0.020;0.579;0.053;0.368;67.942;150.505;2.501;-23.430;1.211;0.002;0.000;0.000;68.330;182.640;31.330;38.220;7.000;0.076;9.027;2.159;0.000;1.757;0.000;5.889;0.018;0.050;43.000;10.000;66.000;41.000;28.000;0.020;0.004;43;10993;28;41;42;2
81590;Vuonislahti;81590;0.000;68.640;1.404;69.722;3.147;2.000;0.000;4.339;0.169;2.352;4.000;0.224;0.230;0.359;0.256;0.385;76.398;101.484;2.273;-14.750;0.596;6.990;0.023;0.000;68.640;182.950;31.820;38.530;32.000;0.076;65.760;2.000;0.169;2.012;0.829;6.162;0.025;0.037;23.000;15.000;61.000;53.000;31.000;0.157;0.016;23;10777;31;53;32;15
81650;Hattuvaara;81650;0.000;100.950;12.015;61.547;2.920;2.000;0.000;2.998;0.190;0.917;2.000;0.449;0.070;0.214;0.304;0.482;115.904;182.739;0.246;-23.570;7.737;0.000;0.123;0.000;100.950;203.940;43.510;70.050;57.000;0.014;4.981;0.112;0.190;0.108;1.067;4.007;0.039;0.077;30.000;9.000;60.000;42.000;25.000;0.078;0.029;30;11848;25;42;32;4
81700;Lieksa Keskus;81700;1.000;88.890;3.603;67.982;3.003;7.000;1.000;0.539;0.579;2.654;7.000;0.113;3.880;0.547;0.356;0.097;71.595;161.978;2.099;-10.270;2.866;0.038;0.000;1.000;88.890;194.770;35.130;58.780;2220.000;0.049;6.087;1.931;0.579;1.177;1.217;6.379;1.069;1.546;22.000;13.000;59.000;38.000;24.000;3.105;1.127;22;13515;24;38;38;6
81720;M?hk÷-Timitra;81720;0.000;92.590;1.736;54.526;3.088;7.000;0.000;0.464;2.012;2.681;8.000;0.197;6.150;0.488;0.361;0.151;99.169;108.007;2.268;-21.090;0.643;0.000;0.000;0.000;92.590;161.340;0.910;57.460;1058.000;0.054;37.416;2.055;2.012;1.540;0.846;6.171;0.604;0.886;23.000;18.000;50.000;38.000;23.000;1.185;0.537;23;13563;23;38;35;6
81750;Pankakoski;81750;0.000;95.800;12.043;65.985;2.965;5.000;0.000;0.097;4.078;2.651;6.000;0.579;1.090;0.691;0.262;0.048;102.148;139.511;1.999;-16.140;1.570;0.000;0.178;0.000;95.800;167.050;6.620;63.170;440.000;0.036;14.646;1.939;4.078;0.965;0.365;6.479;0.208;0.314;23.000;12.000;56.000;26.000;20.000;0.245;0.223;23;15836;20;26;21;4
81810;Jamali;81810;0.000;105.020;1.364;40.035;3.046;2.000;0.000;6.824;0.300;1.680;6.000;0.444;0.450;0.412;0.212;0.377;114.090;111.127;1.054;-14.690;0.580;0.000;0.000;0.000;105.020;147.710;13.130;43.830;36.000;0.062;23.548;0.624;0.300;1.410;0.477;5.632;0.074;0.127;27.000;19.000;45.000;44.000;42.000;0.059;0.018;27;12645;42;44;27;3
81820;Kyl?nlahti;81820;0.000;112.140;0.966;49.750;3.093;5.000;0.000;3.884;0.328;1.688;6.000;0.265;0.410;0.236;0.202;0.562;119.097;105.517;1.077;-8.260;0.609;0.000;0.000;0.000;112.140;147.230;20.250;43.350;99.000;0.113;56.113;0.626;0.328;1.475;0.819;5.668;0.071;0.117;26.000;12.000;53.000;56.000;44.000;0.186;0.050;26;11773;44;56;29;9
81850;M?t?svaara;81850;0.000;118.890;1.226;51.118;3.025;1.000;0.000;6.911;0.000;0.096;4.000;0.443;0.240;0.297;0.378;0.324;128.058;130.117;0.355;-21.450;0.787;0.019;0.000;0.000;118.890;136.510;27.000;32.640;17.000;0.208;16.534;0.083;0.000;0.982;0.367;3.398;0.029;0.050;26.000;14.000;59.000;42.000;15.000;0.059;0.009;26;10832;15;42;40;8
81860;Viekij?rvi;81860;0.000;129.350;4.162;58.148;2.946;3.000;0.000;7.818;0.056;0.099;5.000;0.547;0.290;0.115;0.130;0.756;138.626;151.090;0.372;-29.800;2.956;0.000;0.000;0.000;129.350;143.040;37.460;39.170;97.000;0.076;3.878;0.103;0.056;0.993;0.338;3.410;0.086;0.144;26.000;11.000;63.000;58.000;34.000;0.147;0.049;26;9798;34;58;37;4
81970;Jongunjoki-Pankaj?rvi;81970;0.000;130.260;8.082;64.117;2.933;3.000;0.000;2.786;0.117;0.005;4.000;0.268;0.060;0.194;0.222;0.583;137.406;152.582;0.133;-10.160;4.973;0.000;0.007;0.000;130.260;163.860;39.190;59.990;46.000;0.024;5.407;0.041;0.117;0.450;1.051;2.748;0.037;0.085;35.000;7.000;66.000;46.000;18.000;0.167;0.023;35;11374;18;46;33;8
82110;Hein?vaara;82110;1.000;23.850;1.913;76.303;3.225;9.000;0.000;0.419;3.991;15.061;10.000;0.555;3.120;0.672;0.240;0.088;21.453;124.327;12.232;5.070;0.728;0.209;0.000;1.000;23.850;137.680;37.110;26.650;306.000;0.445;6.710;14.478;3.991;3.249;0.306;14.620;0.188;0.172;14.000;15.000;25.000;44.000;46.000;0.392;0.155;14;15711;46;44;24;6
82120;Keskij?rvi;82120;0.000;32.360;2.275;73.891;3.178;8.000;0.000;5.785;0.225;2.643;7.000;0.219;0.260;0.410;0.231;0.359;29.887;135.872;6.974;-4.980;0.416;0.000;0.000;0.000;32.360;143.720;44.150;31.100;24.000;0.241;14.459;2.967;0.225;2.506;0.455;11.213;0.036;0.045;19.000;17.000;49.000;50.000;29.000;0.137;0.012;19;12915;29;50;31;17
82140;Kiihtelysvaara Keskus;82140;0.000;33.460;5.047;64.417;3.182;6.000;0.000;1.780;0.351;2.250;7.000;0.132;1.900;0.367;0.361;0.272;31.105;121.810;3.062;0.560;0.842;0.024;0.000;0.000;33.460;129.670;46.720;19.490;354.000;0.147;5.675;2.039;0.351;3.357;0.992;7.961;0.158;0.162;16.000;12.000;53.000;52.000;41.000;0.509;0.180;16;11730;41;52;35;9
82180;Huhtilampi;82180;0.000;43.840;1.092;63.486;3.160;6.000;0.000;3.814;1.158;1.970;5.000;0.230;0.350;0.522;0.130;0.348;41.916;128.897;2.226;-29.140;0.714;0.010;0.000;0.000;43.840;122.730;45.910;29.870;14.000;0.248;5.911;1.637;1.158;2.631;0.557;6.500;0.017;0.012;11.000;3.000;44.000;80.000;41.000;0.029;0.007;11;11872;41;80;28;14
82200;Hammaslahti;82200;1.000;23.740;1.664;63.316;3.284;8.000;0.000;0.936;0.571;11.038;8.000;0.103;5.280;0.478;0.331;0.191;22.052;94.200;10.117;0.660;0.729;0.028;0.000;1.000;23.740;118.590;40.980;0.490;1004.000;0.841;16.913;13.570;0.571;3.260;1.111;14.298;0.577;0.642;17.000;14.000;38.000;39.000;42.000;1.655;0.510;17;13184;42;39;29;9
82210;Suhmura;82210;1.000;18.450;0.815;66.369;3.326;7.000;0.000;0.699;0.606;15.659;6.000;0.248;3.690;0.600;0.295;0.105;20.860;87.501;12.893;4.420;0.330;0.864;0.000;1.000;18.450;125.050;35.690;7.380;107.000;0.769;22.895;14.782;0.606;4.480;1.137;14.483;0.088;0.100;18.000;17.000;28.000;73.000;44.000;0.353;0.054;18;11491;44;73;13;17
82220;Niittylahti;82220;1.000;11.370;0.719;57.525;3.312;12.000;0.000;2.616;0.265;15.667;9.000;0.169;3.310;0.492;0.256;0.252;9.766;88.579;12.933;30.180;1.014;0.000;0.000;1.000;11.370;127.390;28.610;11.880;245.000;0.766;19.379;15.007;0.265;4.480;0.923;14.483;0.266;0.241;14.000;15.000;24.000;50.000;56.000;0.705;0.124;14;15914;56;50;15;9
82290;Nieminen;82290;0.000;38.810;4.581;68.571;3.324;8.000;0.000;5.999;0.296;0.966;7.000;0.353;0.390;0.278;0.144;0.578;36.929;81.142;2.342;-12.620;0.586;2.194;0.000;0.000;38.810;108.880;37.490;15.560;73.000;0.116;40.898;1.434;0.296;3.563;0.385;7.731;0.082;0.107;20.000;12.000;55.000;57.000;43.000;0.245;0.037;20;11206;43;57;41;11
82300;R??kkyl? Keskus;82300;0.000;58.290;3.004;61.968;3.392;5.000;0.000;2.537;0.538;1.619;6.000;0.145;2.850;0.370;0.318;0.313;56.723;79.784;1.084;-15.240;0.736;0.693;0.000;0.000;58.290;109.980;37.210;35.040;442.000;0.202;45.170;0.540;0.538;2.582;0.949;4.890;0.185;0.249;21.000;10.000;63.000;43.000;32.000;0.695;0.224;21;10305;32;43;47;9
82310;Oravisalo-Varpasalo;82310;0.000;62.610;0.712;71.146;3.414;3.000;0.000;6.675;0.338;0.524;6.000;0.415;0.280;0.145;0.188;0.667;75.883;81.042;1.383;-12.640;0.671;0.455;0.000;0.000;62.610;130.370;39.380;55.420;48.000;0.144;53.525;1.131;0.338;3.064;0.293;5.654;0.056;0.077;22.000;12.000;56.000;71.000;36.000;0.147;0.024;22;10101;36;71;38;10
82335;Rasivaara;82335;0.000;52.640;4.030;63.550;3.344;4.000;0.000;6.177;0.358;1.622;7.000;0.355;0.860;0.302;0.188;0.510;49.539;83.875;1.112;-10.540;0.631;1.538;0.000;0.000;52.640;98.540;27.150;29.380;166.000;0.181;17.462;0.566;0.358;2.631;0.348;4.800;0.145;0.199;21.000;10.000;57.000;68.000;44.000;0.392;0.084;21;10516;44;68;36;9
82350;Tikkala;82350;0.000;35.900;3.029;60.287;3.221;8.000;0.000;4.479;0.349;1.660;6.000;0.228;0.580;0.371;0.186;0.443;32.409;102.605;3.051;-1.640;0.480;0.199;0.000;0.000;35.900;104.410;33.020;15.510;62.000;0.111;13.190;1.945;0.349;4.030;0.755;7.755;0.056;0.057;16.000;14.000;47.000;69.000;50.000;0.157;0.031;16;13629;50;69;27;8
82360;Onkamo;82360;0.000;46.600;1.826;66.102;3.235;4.000;0.000;2.204;0.172;1.959;6.000;0.135;0.430;0.419;0.307;0.274;46.054;99.325;3.479;-3.350;0.529;0.021;0.000;0.000;46.600;94.430;23.040;26.210;63.000;0.157;11.345;3.164;0.172;5.158;0.842;6.427;0.068;0.090;20.000;13.000;44.000;50.000;30.000;0.206;0.032;20;12334;30;50;32;13
82380;Tolosenm?ki;82380;1.000;61.580;8.639;59.948;3.299;5.000;0.000;2.312;1.699;2.840;7.000;0.244;1.870;0.427;0.234;0.339;60.130;84.614;2.898;-9.160;0.467;2.228;0.006;1.000;61.580;80.080;8.690;41.190;194.000;0.144;27.289;2.512;1.699;4.979;0.708;6.035;0.103;0.144;22.000;14.000;48.000;67.000;40.000;0.372;0.098;22;11979;40;67;21;9
82395;Haaraj?rvi;82395;0.000;53.720;3.431;58.385;3.205;6.000;0.000;7.343;0.000;2.725;8.000;0.525;0.680;0.333;0.185;0.482;59.557;102.957;2.883;1.570;4.273;0.132;0.000;0.000;53.720;94.740;15.710;33.330;32.000;0.208;0.977;2.484;0.000;5.164;0.488;6.039;0.032;0.037;18.000;15.000;47.000;64.000;43.000;0.029;0.016;18;11922;43;64;22;7
82430;Puhos-Leinovaara;82430;0.000;70.820;1.280;70.428;3.354;5.000;0.000;0.739;3.558;3.153;8.000;0.459;2.500;0.527;0.233;0.241;69.184;89.622;2.772;-8.650;0.543;0.112;0.000;0.000;70.820;67.940;13.540;50.430;694.000;0.137;32.356;2.132;3.558;4.659;0.382;6.070;0.189;0.246;20.000;15.000;43.000;62.000;36.000;0.646;0.352;20;12586;36;62;27;7
82460;Hummovaara;82460;0.000;90.200;0.902;79.376;3.406;3.000;0.000;5.554;0.216;2.099;7.000;0.381;0.440;0.333;0.100;0.567;88.142;93.661;1.325;-13.410;0.679;0.003;0.000;0.000;90.200;53.880;32.920;69.810;25.000;0.116;15.717;0.732;0.216;2.647;0.624;4.997;0.023;0.030;20.000;15.000;44.000;72.000;33.000;0.069;0.013;20;11690;33;72;21;7
82490;Heinoniemi;82490;0.000;93.600;1.457;67.979;3.429;3.000;0.000;6.675;0.225;1.740;4.000;0.439;0.240;0.256;0.140;0.605;94.002;80.017;1.069;-14.360;0.787;0.258;0.000;0.000;93.600;60.300;0.000;0.000;24.000;0.335;61.359;0.620;0.225;2.468;0.455;4.160;0.023;0.030;20.000;9.000;70.000;60.000;28.000;0.039;0.012;20;10304;28;60;30;8
82500;Kitee Keskus;82500;1.000;67.440;1.783;57.847;3.228;7.000;1.000;1.005;0.767;2.673;9.000;0.101;8.340;0.535;0.289;0.177;65.575;96.968;2.617;-10.300;1.462;1.211;0.000;1.000;67.440;81.550;0.070;47.050;2678.000;0.116;10.231;2.435;0.767;4.382;1.012;6.028;1.222;1.307;17.000;14.000;52.000;49.000;33.000;3.908;1.359;17;13752;33;49;33;7
82510;Kiteenlahti;82510;0.000;78.990;2.150;49.574;3.204;6.000;0.000;8.586;0.318;2.667;6.000;0.658;1.190;0.303;0.157;0.539;76.237;94.854;2.537;-12.470;0.796;0.086;0.000;0.000;78.990;92.060;11.620;58.600;51.000;0.214;7.658;2.408;0.318;4.312;0.184;6.081;0.061;0.055;14.000;14.000;39.000;70.000;44.000;0.118;0.026;14;14586;44;70;15;5
82580;Juurikka;82580;0.000;83.570;2.270;56.669;3.268;5.000;0.000;8.082;0.073;2.794;8.000;0.583;0.580;0.269;0.172;0.560;81.953;98.216;2.279;-18.250;0.667;0.411;0.000;0.000;83.570;89.970;16.200;63.170;74.000;0.199;19.116;1.799;0.073;3.173;0.274;6.557;0.079;0.075;15.000;13.000;53.000;78.000;49.000;0.147;0.038;15;11508;49;78;25;6
82590;N?rs?kk?l?;82590;0.000;89.470;0.861;62.302;3.266;3.000;0.000;4.228;0.000;1.537;4.000;0.311;0.750;0.227;0.136;0.636;92.270;97.193;2.589;-15.050;0.403;0.094;0.000;0.000;89.470;95.880;22.100;69.080;48.000;0.108;28.972;1.657;0.000;2.652;0.715;6.786;0.029;0.020;11.000;18.000;55.000;83.000;33.000;0.059;0.024;11;11077;33;83;25;11
82600;Tohmaj?rvi Keskus;82600;0.000;55.460;3.854;58.990;3.146;5.000;0.000;1.923;0.326;1.501;8.000;0.133;2.730;0.340;0.316;0.344;53.763;103.585;2.616;-15.390;1.719;1.602;0.000;0.000;55.460;100.580;20.710;35.070;1061.000;0.212;3.320;2.486;0.326;4.263;1.088;6.171;0.567;0.692;19.000;14.000;55.000;46.000;38.000;1.812;0.539;19;11887;38;46;36;8
82655;V?rtsil? Keskus;82655;0.000;73.350;2.315;55.545;3.130;6.000;0.000;2.920;0.042;1.246;7.000;0.212;1.800;0.187;0.267;0.547;71.653;108.249;2.191;-15.500;1.365;2.452;0.000;0.000;73.350;118.470;38.600;52.960;128.000;0.200;3.865;2.207;0.042;3.542;1.048;6.221;0.069;0.090;20.000;11.000;53.000;50.000;46.000;0.196;0.065;20;10662;46;50;41;7
82660;Uusi-V?rtsil?;82660;0.000;64.470;4.539;52.317;3.149;4.000;0.000;3.560;0.600;1.251;4.000;0.204;1.170;0.435;0.283;0.283;62.634;87.493;2.272;-13.760;1.000;3.397;0.000;0.000;64.470;107.960;28.090;44.080;27.000;0.146;10.093;2.234;0.600;3.612;0.693;6.156;0.054;0.144;41.000;11.000;43.000;31.000;28.000;0.098;0.014;41;10421;28;31;42;6
82670;Kaurila;82670;0.000;71.120;4.194;58.723;3.152;3.000;0.000;9.345;0.000;1.246;7.000;0.770;0.410;0.286;0.143;0.571;68.926;91.568;2.191;-20.000;2.053;0.000;0.000;0.000;71.120;114.610;34.740;50.730;16.000;0.167;0.662;2.207;0.000;3.542;0.098;6.221;0.025;0.025;15.000;14.000;57.000;54.000;25.000;0.029;0.008;15;14052;25;54;34;5
82675;Niirala;82675;1.000;70.400;1.476;36.448;3.148;3.000;0.000;0.895;0.000;1.246;12.000;0.487;20.880;0.115;0.346;0.539;70.586;76.784;2.191;-16.000;2.000;0.023;0.000;1.000;70.400;108.300;0.000;0.000;167.000;0.518;1.401;2.207;0.000;3.542;1.420;6.221;0.026;0.020;12.000;9.000;50.000;71.000;43.000;0.059;0.085;12;14615;43;71;26;7
82685;Littil?;82685;0.000;74.660;1.983;65.273;3.162;3.000;0.000;9.256;0.180;1.246;5.000;0.757;0.610;0.138;0.163;0.700;71.956;99.543;2.217;-16.960;1.868;0.000;0.000;0.000;74.660;108.630;28.190;54.270;60.000;0.196;3.416;2.186;0.180;3.721;0.026;6.283;0.042;0.037;14.000;12.000;51.000;88.000;65.000;0.059;0.030;14;11989;65;88;24;5
82710;Kovero;82710;1.000;43.870;4.122;63.954;3.122;6.000;0.000;2.081;0.912;1.792;6.000;0.141;0.830;0.561;0.219;0.219;41.579;140.535;1.897;-10.900;1.709;0.000;0.030;1.000;43.870;143.010;55.660;26.860;77.000;0.180;4.239;1.402;0.912;1.920;0.608;6.184;0.098;0.105;17.000;14.000;53.000;46.000;31.000;0.372;0.039;17;11859;31;46;25;9
82730;Tuupovaara Keskus-Pirttiaho;82730;1.000;54.230;3.899;64.396;3.134;6.000;0.000;0.415;2.727;0.875;8.000;0.291;4.070;0.559;0.294;0.147;51.639;135.302;0.736;-15.360;1.229;0.231;0.074;1.000;54.230;143.780;66.020;35.610;541.000;0.243;9.230;0.433;2.727;1.047;0.640;5.365;0.158;0.249;24.000;11.000;59.000;41.000;25.000;0.549;0.275;24;11935;25;41;39;10
82750;?ll÷l?;82750;0.000;74.140;1.790;70.777;3.094;1.000;0.000;4.519;0.208;0.950;8.000;0.280;0.190;0.414;0.207;0.379;74.975;134.688;1.134;-21.590;1.037;0.000;0.062;0.000;74.140;130.130;50.260;47.890;26.000;0.232;7.798;0.997;0.208;1.703;0.600;5.042;0.024;0.030;20.000;6.000;75.000;42.000;25.000;0.069;0.013;20;9919;25;42;44;16
